address;is_alarm;floor_count_max;floor_count_min;entrance_count;quarters_count;living_quarters_count;unliving_quarters_count;area_total;area_residential;area_non_residential;area_common_property;area_land;basement_area
обл. Оренбургская, г. Оренбург, ул. Попова, д. 22;Нет;2;1;1;1;1;0;37,8;37,8;0;0;940;0
обл. Оренбургская, г. Оренбург, ул. Попова, д. 24;Нет;1;1;1;1;1;0;45,6;45,6;0;0;943;0
обл. Оренбургская, г. Оренбург, ул. Попова, д. 74;Нет;1;;1;1;;;52,5;52,5;0;;634;0
обл. Оренбургская, г. Оренбург, ул. Попова, д. 93 кв4 ЛитА1А2;Нет;1;;1;1;;;28;16,3;;;;
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 4, стр. литер А2;Нет;1;1;1;1;1;0;54,8;54,8;0;0;442;0
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 12, стр. литер А1А2А4;Нет;1;;1;1;;;63,1;63,1;0;;793;0
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 18 Литер А;Нет;1;;1;0;;;40,4;32,5;;;;
обл. Оренбургская, г. Оренбург, пер. Почтовый, д. 7, стр. литер Б;Нет;1;1;1;1;1;0;184,8;99,3;0;119,8;656;119,8
обл. Оренбургская, г. Оренбург, ул. Правды, д. 39, стр. литер А;Нет;1;1;1;1;1;0;23;23;0;0;602;0
обл. Оренбургская, г. Оренбург, ул. Привольная, д. 1;Нет;1;1;1;7;7;0;426,65;240,2;0;0;8825;0
обл. Оренбургская, г. Оренбург, ул. Привольная, д. 2;Нет;1;1;1;3;3;0;271,6;175,7;0;0;2207;0
обл. Оренбургская, г. Оренбург, ул. Привольная, д. 3;Нет;1;1;1;4;4;0;226,9;135,2;0;0;2158;0
обл. Оренбургская, г. Оренбург, ул. Привольная, д. 4;Нет;1;1;1;4;4;0;269,4;193;0;0;2030;0
обл. Оренбургская, г. Оренбург, ул. Привольная, д. 5;Нет;1;1;1;4;4;0;203,3;114,2;0;0;1801;0
обл. Оренбургская, г. Оренбург, ул. Привольная, д. 6;Нет;1;1;1;4;4;0;250,7;155,9;0;0;2326;0
обл. Оренбургская, г. Оренбург, ул. Привольная, д. 7;Нет;1;1;1;3;3;0;181,3;96,9;0;0;1765;0
обл. Оренбургская, г. Оренбург, ул. Привольная, д. 8;Нет;1;1;1;4;4;0;163,4;116,7;0;0;2165;0
обл. Оренбургская, г. Оренбург, ул. Привольная, д. 9;Нет;1;1;1;4;4;0;222,4;139,4;0;0;2770;0
обл. Оренбургская, г. Оренбург, ул. Привольная, д. 11;Нет;1;1;1;4;4;0;213,5;138,9;0;0;1365;0
обл. Оренбургская, г. Оренбург, ул. Привольная, д. 13;Нет;1;1;1;4;4;0;308,5;222,8;0;0;2460;0
обл. Оренбургская, г. Оренбург, ул. Привольная, д. 15;Нет;1;1;1;8;8;0;376,9;270,2;0;0;1580;0
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 8, стр. литер В;Нет;1;1;1;1;1;0;118,9;87,8;0;0;3532;0
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 47, стр. литер А1А4А5А6;Нет;1;;1;1;;;14,2;14,2;0;;813;0
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 51, стр. литер АА1В;Нет;1;1;1;3;1;2;587,4;57,2;349,2;181;1575;181
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 79 кв5 литАА1А2;Нет;1;;;1;;;29,4;22;;;;
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 92, стр. литер Б;Нет;1;1;1;2;1;1;206,4;21,7;118,7;66;1273;66
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 142 кв.2;Нет;2;;;1;;;56,8;36;;;;
обл. Оренбургская, г. Оренбург, ул. Пушкинская, д. 34, стр. литер Б;Нет;1;1;1;1;1;0;24;24;0;0;808;0
обл. Оренбургская, г. Оренбург, ул. Пушкинская, д. 46, стр. литер ББ1Б2;Нет;1;1;1;1;1;0;37,7;37,7;0;0;1425;0
обл. Оренбургская, г. Оренбург, ул. Рубежинская, д. 2;Нет;1;1;1;4;4;0;283,5;205,1;0;0;2625;0
обл. Оренбургская, г. Оренбург, ул. Рубежинская, д. 6;Нет;1;1;1;4;4;0;154,1;87,7;0;0;1860;0
обл. Оренбургская, г. Оренбург, ул. Рубежинская, д. 8;Нет;1;1;1;1;1;0;38,1;29,6;0;0;1116;0
обл. Оренбургская, г. Оренбург, пер. Русский, д. 68, стр. литер А;Нет;1;1;0;2;2;0;106,6;106,6;0;0;1096;0
обл. Оренбургская, г. Оренбург, пер. Русский, д. 76;Нет;1;;;1;;;52,9;35,2;17,7;;900;
обл. Оренбургская, г. Оренбург, ул. Рыбаковская, д. 14;Нет;1;;;1;;;68,9;68,9;0;;521;0
обл. Оренбургская, г. Оренбург, ул. Рыбаковская, д. 74кв.1 лит.АА1;Нет;1;;;1;;;61,8;44;;;;
обл. Оренбургская, г. Оренбург, ул. Рыбаковская, д. 84 Литер А2;Нет;1;;1;1;;;19,9;12;;;;
обл. Оренбургская, г. Оренбург, пер. Рыбный, д. 8, стр. литер А3;Нет;1;1;1;1;1;0;42,5;42,5;0;0;1736;0
обл. Оренбургская, г. Оренбург, пер. Сапожный, д. 15кв.4 литА1;Нет;1;;;1;;;14,5;14,5;;;;
обл. Оренбургская, г. Оренбург, пер. Селивановский, д. 59;Нет;1;;;1;;;51,5;51,5;;;;0
обл. Оренбургская, г. Оренбург, ул. Советская, д. 80 литер А;Нет;1;;1;1;;;88,6;69;;;;
обл. Оренбургская, г. Оренбург, ул. Советская, д. 108;Нет;1;1;1;1;1;0;29,9;29,9;0;0;1026;0
обл. Оренбургская, г. Оренбург, ул. Солнечная, д. 13;Нет;1;;;1;;;59,4;54,9;4,5;;1543;
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 1;Нет;1;1;0;5;5;0;197,8;197,8;0;0;1480;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 2;Нет;1;1;0;5;5;0;246,5;246,5;0;0;1300;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 3;Нет;1;1;0;5;5;0;186,9;186,9;0;0;1062;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 5;Нет;1;1;0;5;5;0;192,2;192,2;0;0;1180;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 7, стр. лиерАА1А2;Нет;1;1;0;5;5;0;230,2;230,2;0;0;1263;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 9;Нет;1;1;0;5;5;0;170,4;170,4;0;0;1242;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 10;Нет;1;1;0;5;5;0;160,9;160,9;0;0;1586;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 11;Нет;1;1;0;5;5;0;174,9;174,9;0;0;1460;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 16;Нет;1;1;0;4;4;0;283,2;283,2;0;0;2576;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 18;Нет;1;1;0;6;6;0;286,3;286,3;0;0;2240,5;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 19;Нет;1;1;0;5;5;0;230,5;230,5;0;0;1730;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 20;Нет;1;1;0;4;4;0;224;224;0;0;2314,8;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 21;Нет;1;1;0;4;4;0;165,4;165,4;0;0;1860;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 22;Нет;1;1;0;4;4;0;211,3;211,3;0;0;2423,5;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 23;Нет;1;1;0;4;4;0;259,6;259,6;0;0;1478;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 24;Нет;1;1;0;4;4;0;230,5;230,5;0;0;2589;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 25;Нет;1;1;0;6;6;0;231,8;231,8;0;0;1645;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 26;Нет;1;1;0;4;4;0;217,2;217,2;0;0;2196;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 27;Нет;1;1;0;4;4;0;187;187;0;0;1578;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 29;Нет;1;1;0;6;6;0;254,4;254,4;0;0;1558;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 32;Нет;1;1;0;4;4;0;255,2;255,2;0;0;2840;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 33;Нет;1;1;0;4;4;0;218,5;218,5;0;0;1182;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 34;Нет;1;1;0;5;5;0;267,5;267,5;0;0;2345;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 35;Нет;1;1;0;4;4;0;203,3;203,3;0;0;1488;0
обл. Оренбургская, г. Оренбург, ул. Строителей, д. 36;Нет;1;1;0;4;4;0;245,9;245,9;0;0;2250;0
обл. Оренбургская, г. Оренбург, ул. Сумская, д. 55;Нет;1;1;0;2;2;0;129,4;129,4;0;0;0;0
обл. Оренбургская, г. Оренбург, ул. Сумская, д. 59;Нет;1;1;0;2;2;0;95,2;95,2;0;0;936;0
обл. Оренбургская, г. Оренбург, ул. Сумская, д. 88;Нет;1;1;0;4;4;0;192,4;192,4;0;0;1488;0
обл. Оренбургская, г. Оренбург, ул. Сумская, д. 90;Нет;1;1;0;4;4;0;136,8;136,8;0;0;1550;0
обл. Оренбургская, г. Оренбург, ул. Сумская, д. 117;Нет;1;;;1;;;41,3;30,6;13,4;;491;
обл. Оренбургская, г. Оренбург, ул. Сумская, д. 127;Нет;1;;;1;;;46,2;33,7;12,5;;472;
обл. Оренбургская, г. Оренбург, ул. Сумская, д. 127, стр. литер ААА1;Нет;1;1;0;1;1;0;46,2;46,2;0;0;472;0
обл. Оренбургская, г. Оренбург, ул. Сумская, д. 129;Нет;1;;;1;;;46,2;46,2;;;472;
обл. Оренбургская, г. Оренбург, ул. Сумская, д. 129, стр. литер АА1;Нет;1;1;0;1;1;0;46,2;46,2;0;0;531;0
обл. Оренбургская, г. Оренбург, ул. Сухарева, д. 40кв.5;Нет;1;;;1;;;22,5;14;;;;
обл. Оренбургская, г. Оренбург, ул. Ташкентская, д. 122 Литер ВВ1;Нет;1;;1;1;;;70,4;70,4;;;;
обл. Оренбургская, г. Оренбург, ул. Ташкентская, д. 123 Литер А;Нет;1;;1;1;;;85;48,8;;;;
обл. Оренбургская, г. Оренбург, ул. Теряна Ваана, д. 9 Кв. 3 Литер А;Нет;1;;1;1;;;25,1;18;;;;
обл. Оренбургская, г. Оренбург, ул. Тобольская, д. 70;Нет;1;1;2;4;4;0;233,7;233,7;0;0;0;0
обл. Оренбургская, г. Оренбург, ул. Томская, д. 64;Нет;1;1;0;4;4;0;134,4;134,4;0;0;1640;0
обл. Оренбургская, г. Оренбург, ул. Томская, д. 65;Нет;1;1;0;4;4;0;153,8;153,8;0;0;1595;0
обл. Оренбургская, г. Оренбург, ул. Томская, д. 66;Нет;1;1;0;4;4;0;215,2;215,2;0;0;1817;0
обл. Оренбургская, г. Оренбург, ул. Томская, д. 76;Нет;1;;;1;;;49,9;49,9;;;525;
обл. Оренбургская, г. Оренбург, ул. Томская, д. 76, стр. литер А;Нет;1;1;0;1;1;0;49,9;49,9;0;0;525;0
обл. Оренбургская, г. Оренбург, ул. Томская, д. 77;Нет;1;;;1;;;53,3;53,3;;;472;
обл. Оренбургская, г. Оренбург, ул. Томская, д. 77, стр. литер А;Нет;1;1;0;1;1;0;53,3;53,3;0;0;572;0
обл. Оренбургская, г. Оренбург, ул. Томская, д. 85;Нет;1;;;1;;;51,3;51,3;;;610;
обл. Оренбургская, г. Оренбург, ул. Томская, д. 85, стр. а;Нет;1;1;0;1;1;0;52,1;52,1;0;0;610;
обл. Оренбургская, г. Оренбург, ул. Томская, д. 85, стр. литер А;Нет;1;;;1;;;51,3;51,3;0;;610;0
обл. Оренбургская, г. Оренбург, пер. Тупой, д. 3 кв.1 Лит А4;Нет;1;;;2;;;56,3;37;;;;
обл. Оренбургская, г. Оренбург, пер. Тупой, д. 3 ЛитеАА1А6;Нет;1;;1;1;;;39;16,9;;;;
обл. Оренбургская, г. Оренбург, д. ул. Юркина, 56;Нет;1;1;1;1;1;0;32,4;23,9;0;0;0;0
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 16, стр. литер Г;Нет;1;1;1;1;1;0;41,9;41,9;0;0;509;0
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 30, стр. литер Б;Нет;1;1;1;1;1;0;41,8;41,8;0;0;818;0
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 32, стр. литер ВВ1;Нет;1;1;1;1;1;0;37;37;0;0;1017;0
обл. Оренбургская, г. Оренбург, ул. Фрунзе, д. 7А;Нет;1;1;1;1;1;0;35,3;35,3;0;0;240;0
обл. Оренбургская, г. Оренбург, ул. Харьковская, д. 2, стр. 2;Нет;1;1;1;1;1;0;54,7;54,7;0;71,4;0;0
обл. Оренбургская, г. Оренбург, ул. Харьковская, д. 2, к. особняк, стр. 2(А3);Нет;2;1;1;2;2;0;126,1;54,7;0;71,4;0;71,4
обл. Оренбургская, г. Оренбург, ул. Харьковская, д. 4, стр. 3;Нет;1;1;1;2;2;0;91,9;91,9;0;68;0;0
обл. Оренбургская, г. Оренбург, ул. Харьковская, д. 4, стр. особ.4(А5);Нет;1;1;1;2;2;0;92,2;92,2;0;111;0;0
обл. Оренбургская, г. Оренбург, ул. Харьковская, д. 4, стр. особ.5(А6);Нет;1;1;1;2;2;0;92;91,9;0;111;0;0
обл. Оренбургская, г. Оренбург, ул. Харьковская, д. 36;Нет;1;1;0;4;4;0;132;132;0;0;1257;0
обл. Оренбургская, г. Оренбург, ул. Харьковская, д. 42;Нет;1;1;0;4;4;0;187,1;187,1;0;0;1208;0
обл. Оренбургская, г. Оренбург, пер. Хлебный, д. 2, стр. литер Е;Нет;1;;;1;;;48,7;48,7;0;;823;0
обл. Оренбургская, г. Оренбург, пер. Хлебный, д. 8;Нет;1;;;4;4;0;180,2;180,2;0;;;
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 16 литер Б;Нет;2;;;1;;;28,5;13;;;;
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 16, стр. литер В;Нет;1;1;1;1;1;0;37,6;37,6;0;0;1488;0
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 17, стр. литер Б;Нет;1;1;1;1;1;0;52,8;52,8;0;0;945;0
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 38 Литер А;Нет;1;;1;1;;;49;33;;;;
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 56, стр. литер ББ1;Нет;1;1;1;1;1;0;56,5;56,5;0;0;386;0
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 63, стр. литер А2А3;Нет;1;1;1;1;1;0;49;49;0;0;1860;0
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 63, стр. литер АА1;Нет;1;1;1;1;1;0;58,8;58,8;0;0;1860;0
обл. Оренбургская, г. Оренбург, ул. Чебеньковская, д. 64А;Нет;1;1;1;1;1;0;33,8;33,8;0;0;0;0
обл. Оренбургская, г. Оренбург, ул. Чернореченская, д. 27 Литер А1Б;Нет;1;;1;1;;;62;47,6;;;;
обл. Оренбургская, г. Оренбург, ул. Чичерина, д. 11, стр. литер АА1;Нет;1;;1;1;;;21,6;21,6;0;;698,7;0
обл. Оренбургская, г. Оренбург, ул. Чичерина, д. 13, стр. литер Б;Нет;1;1;1;1;1;0;27,3;27,3;0;0;830;0
обл. Оренбургская, г. Оренбург, ул. Чичерина, д. 19 Литер Г;Нет;1;;1;1;;;48;29;;;;
обл. Оренбургская, г. Оренбург, ул. Чичерина, д. 25, стр. литер А2;Нет;1;1;1;1;1;0;38,8;38,8;0;0;1394;0
